Belarus, 4666, 1784.78
Dominica, 33885, 1602.52
Madagascar, 3537, 308.93
Chile, 44103, 1600.71
Denmark, 24078, 1616.52
Tajikistan, 34436, 1652.48
Angola, 7912, 373.15
Nicaragua, 27823, 1056.39
Georgia, 17612, 1151.3
Argentina, 16148, 35.52
Bangladesh, 39397, 525.73
Moldova, 13081, 638.7
Azerbaijan, 20026, 18.39
Italy, 12519, 314.09
Ukraine, 5323, 1963.49
Germany, 42284, 1388.31
Australia, 42284, 1911.85
Vanuatu, 1626, 1345.63
Bulgaria, 17590, 1632.21
Mongolia, 44366, 687.87
Armenia, 4834, 276.3
Yemen, 35676, 1325.43
Bahamas, 25016, 980.23
Trinidad & Tobago, 5906, 498.74
Spain, 21105, 1045.76
Russian Federation, 38056, 1343.41
Djibouti, 44838, 241.78
Ethiopia, 12113, 1012.41
Eswatini, 27495, 519.82
Slovakia, 28052, 1457.63
Aruba, 4006, 1631.63
Nepal, 8417, 336.31
India, 269, 480.08
Gambia, 37181, 1214.76
Israel, 13434, 304.35
Kosovo, 33091, 816.04
Burkina, 41367, 271.75
Barbados, 12686, 1467.27
Algeria, 35878, 430.88
Afghanistan, 36459, 1608.96
Albania, 6911, 792.16
San Marino, 26127, 1251.33
Costa Rica, 16753, 514.57
Marshall Islands, 45762, 1372.27
Iceland, 26635, 454.47
Kuwait, 10459, 1979.93
Japan, 10733, 1422.94
Canada, 1529, 764.12
Oman, 34261, 448.38
Liberia, 13569, 1308.37
Vietnam, 7906, 1310.77
Taiwan, 24950, 1547.07
Bhutan, 41512, 1131.99
Indonesia, 31083, 1989.88
Antigua & Deps, 18790, 943.02
Colombia, 24671, 1350.58
France, 7417, 989.59
Iraq, 31485, 1917.95
Uruguay, 11420, 266.31
Benin, 47732, 1924.22
Cuba, 41958, 612.54
Myanmar, 34557, 479.22
South Africa, 18505, 495.05
Bahrain, 46021, 263.58
Brazil, 47327, 274.03
Congo, 5905, 1541.36
Guatemala, 17371, 764.95
Guinea-Bissau, 48026, 602.15
Austria, 2273, 881.95
Slovenia, 24009, 959.26
Comoros, 17596, 1667.66
Serbia, 29922, 10.72
China, 32855, 1827.9
Belarus, 43880, 83.82
Dominica, 32675, 212.63
Madagascar, 44718, 212.95
Chile, 38383, 275.91
Denmark, 23027, 1655.24
Tajikistan, 19865, 1271.94
Angola, 4894, 483.61
Nicaragua, 39407, 568.32
Georgia, 44487, 1207.52
Argentina, 49003, 1499.11
Bangladesh, 20650, 204.93
Moldova, 49732, 1556.43
Azerbaijan, 32181, 1113.25
Italy, 10341, 593.34
Ukraine, 1552, 365.62
Germany, 27073, 746.12
Australia, 33767, 991.06
Vanuatu, 6484, 163.83
Bulgaria, 31141, 571.3
Mongolia, 10095, 980.74
Armenia, 33019, 769.59
Yemen, 15248, 1887.59
Bahamas, 15180, 1783.49
Trinidad & Tobago, 46938, 1435.98
Spain, 2449, 1624.47
Russian Federation, 35367, 1094.01
Djibouti, 16206, 230.78
Ethiopia, 25254, 364.66
Eswatini, 6554, 1694.65
Slovakia, 14158, 184.09
Aruba, 18062, 981.39
Nepal, 4867, 1314.62
India, 43652, 765.5
Gambia, 23123, 912.23
Israel, 9979, 1512.52
Kosovo, 24080, 1600.48
Burkina, 32167, 490.75
Barbados, 49759, 677.21
Algeria, 42307, 220.67
Afghanistan, 40590, 1144.86
Albania, 19803, 151.65
San Marino, 13265, 820.85
Costa Rica, 25632, 1320.69
Marshall Islands, 15718, 1945.33
Iceland, 44243, 1424.92
Kuwait, 47478, 1992.13
Japan, 40683, 1402.37
Canada, 2120, 1637.73
Oman, 1142, 1090.99
Liberia, 25664, 1075.41
Vietnam, 45324, 549.4
Taiwan, 32998, 459.48
Bhutan, 16018, 1826.72
Indonesia, 4773, 173.68
Antigua & Deps, 33937, 1573.34
Colombia, 25971, 1626.81
France, 11097, 1353.41
Iraq, 23453, 193.49
Uruguay, 1415, 155.31
Benin, 7233, 171.7
Cuba, 11463, 1177.74
Myanmar, 41059, 621.15
South Africa, 360, 303.39
Bahrain, 27206, 1595.31
Brazil, 27668, 1389.53
Congo, 2397, 1776.26
Guatemala, 48284, 1069.61
Guinea-Bissau, 10481, 1848.05
Austria, 27293, 768.37
Slovenia, 22928, 45.92
Comoros, 21025, 1149.39
Serbia, 7476, 455.83
China, 31496, 353.84
Belarus, 21370, 1607.33
Dominica, 12515, 12.8
Madagascar, 1850, 1162.72
Chile, 17208, 1774.47
Denmark, 28613, 586.04
Tajikistan, 37741, 192.11
Angola, 6675, 1303.99
Nicaragua, 12436, 1617.05
Georgia, 2979, 183.93
Argentina, 46162, 1241.47
Bangladesh, 22263, 1637.93
Moldova, 18200, 1955.73
Azerbaijan, 10712, 1953.21
Italy, 43376, 531.74
Ukraine, 36901, 1321.25
Germany, 44004, 1300.04
Australia, 27321, 1310.15
Vanuatu, 20928, 860.68
Bulgaria, 23031, 1871.12
Mongolia, 22535, 1391.64
Armenia, 29311, 1896.21
Yemen, 47776, 1916.13
Bahamas, 18594, 1714.53
Trinidad & Tobago, 29615, 1788.03
Spain, 44899, 1666.98
Russian Federation, 33895, 297.15
Djibouti, 6556, 933.31
Ethiopia, 8765, 1972.55
Eswatini, 12014, 1692.97
Slovakia, 35324, 45.73
Aruba, 19279, 494.42
Nepal, 49087, 1732.81
India, 32717, 598.05
Gambia, 46255, 79.17
Israel, 31672, 148.07
Kosovo, 46357, 46.2
Burkina, 1158, 599.37
Barbados, 9386, 1123.15
Algeria, 49325, 1547.12
Afghanistan, 40988, 659.8
Albania, 22027, 1202.63
San Marino, 4506, 1328.41
Costa Rica, 39196, 1419.45
Marshall Islands, 39445, 1561.44
Iceland, 12343, 932.19
Kuwait, 31255, 375.38
Japan, 35868, 827.33
Canada, 31041, 1373.86
Oman, 10691, 1960.38
Liberia, 34881, 1410.38
Vietnam, 40999, 71.89
Taiwan, 11912, 271.65
Bhutan, 9444, 1162.19
Indonesia, 42724, 1995.47
Antigua & Deps, 28560, 1381.53
Colombia, 32441, 1819.12
France, 11993, 1297.8
Iraq, 44407, 1816.39
Uruguay, 40633, 1323.35
Benin, 14998, 451.79
Cuba, 42369, 250.66
Myanmar, 29198, 1823.13
South Africa, 42185, 1870.21
Bahrain, 19725, 655.21
Brazil, 6416, 1777.82
Congo, 45599, 391.12
Guatemala, 16577, 499.42
Guinea-Bissau, 44745, 1360.52
Austria, 47445, 1662.36
Slovenia, 30210, 1373.98
Comoros, 35198, 1731.41
Serbia, 38198, 1387.01
China, 26327, 136.73
Belarus, 42262, 1143.79
Dominica, 6818, 683.51
Madagascar, 6539, 237.72
Chile, 1992, 1363.64
Denmark, 17080, 1220.36
Tajikistan, 11830, 677.79
Angola, 24738, 1203.39
Nicaragua, 14881, 1184.19
Georgia, 34023, 187.16
Argentina, 12080, 480.27
Bangladesh, 3077, 124.03
Moldova, 24558, 573.6
Azerbaijan, 45923, 663.44
Italy, 26959, 1344.29
Ukraine, 48117, 933.48
Germany, 3528, 1996.17
Australia, 34940, 726.99
Vanuatu, 7217, 1950.5
Bulgaria, 36898, 1974.47
Mongolia, 30029, 463.73
Armenia, 21492, 250.36
Yemen, 36762, 343.25
Bahamas, 24826, 881.69
Trinidad & Tobago, 32565, 1710.75
Spain, 24646, 468.63
Russian Federation, 24575, 1626.02
Djibouti, 8889, 1190.28
Ethiopia, 48225, 1353.69
Eswatini, 12052, 860.16
Slovakia, 34713, 998.26
Aruba, 47594, 723.7
Nepal, 20889, 1692.8
India, 40534, 1168.58
Gambia, 16449, 1692.13
Israel, 28689, 282.21
Kosovo, 42802, 851.65
Burkina, 34336, 1123.18
Barbados, 3411, 601.22
Algeria, 5101, 1625.15
Afghanistan, 47581, 983.23
Albania, 5374, 513.07
San Marino, 35225, 591.84
Costa Rica, 20345, 1194.91
Marshall Islands, 5905, 1539.45
Iceland, 20350, 213.13
Kuwait, 43887, 1114.29
Japan, 37206, 689.79
Canada, 218, 1198.46
Oman, 38117, 1914.36
Liberia, 32170, 1664.15
Vietnam, 19591, 1490.96
Taiwan, 19146, 955.5
Bhutan, 18796, 1119.74
Indonesia, 565, 1115.92
Antigua & Deps, 5045, 475.79
Colombia, 47086, 1013.37
France, 17651, 1207.52
Iraq, 44380, 1966.26
Uruguay, 34969, 665.28
Benin, 3086, 1016.87
Cuba, 1834, 1221.93
Myanmar, 28531, 1000.14
South Africa, 35515, 1878.52
Bahrain, 7481, 953.93
Brazil, 45928, 1358.84
Congo, 28632, 1626.68
Guatemala, 33643, 616.99
Guinea-Bissau, 16010, 231.5
Austria, 17275, 145.82
Slovenia, 20708, 729.51
Comoros, 17706, 265.57
Serbia, 48286, 1318.72
China, 46860, 1974.54
Belarus, 30092, 942
Dominica, 14166, 856.62
Madagascar, 28741, 118.81
Chile, 14813, 924.95
Denmark, 30114, 320.69
Tajikistan, 41945, 1818.97
Angola, 8412, 1769.25
Nicaragua, 8573, 764.86
Georgia, 16987, 1828.52
Argentina, 27836, 184.3
Bangladesh, 23059, 1087.2
Moldova, 39552, 1977.24
Azerbaijan, 30045, 848.1
Italy, 33324, 587.56
Ukraine, 24116, 350.65
Germany, 18726, 1247.79
Australia, 48251, 714.56
Vanuatu, 40865, 1733.07
Bulgaria, 26085, 1339.66
Mongolia, 42471, 1696.32
Armenia, 39271, 477.53
Yemen, 32328, 337.95
Bahamas, 44378, 1055.55
Trinidad & Tobago, 32847, 1358.98
Spain, 28687, 1130.93
Russian Federation, 27008, 693.41
Djibouti, 14229, 765.3
Ethiopia, 38876, 258.17
Eswatini, 30673, 1896.34
Slovakia, 34054, 902.05
Aruba, 7581, 630.53
Nepal, 35182, 854.61
India, 8450, 1528.53
Gambia, 12440, 1192.58
Israel, 16409, 760.85
Kosovo, 16873, 267.8
Burkina, 41181, 1252.02
Barbados, 29429, 1251.53
Algeria, 5415, 303.83
Afghanistan, 11044, 669.7
Albania, 49943, 224.26
San Marino, 36651, 974.58
Costa Rica, 49995, 1719.91
Marshall Islands, 12005, 1716.9
Iceland, 46094, 1033.84
Kuwait, 4122, 923.04
Japan, 46358, 1562.55
Canada, 18329, 58.83
Oman, 21380, 390.85
Liberia, 6307, 1789.48
Vietnam, 38588, 1711.28
Taiwan, 48798, 70.19
Bhutan, 34366, 1103.29
Indonesia, 9725, 1624.12
Antigua & Deps, 7686, 1469.4
Colombia, 682, 990.16
France, 36511, 196.4
Iraq, 6707, 176.29
Uruguay, 38034, 877.34
Benin, 710, 1093.41
Cuba, 6034, 703.88
Myanmar, 24168, 1458.32
South Africa, 25968, 1192.62
Bahrain, 5894, 431.26
Brazil, 4156, 534.83
Congo, 16884, 1162.05
Guatemala, 32829, 1448.18
Guinea-Bissau, 22484, 1803.53
Austria, 16856, 1055.05
Slovenia, 33103, 316.93
Comoros, 5287, 1080.24
Serbia, 20858, 935.62
China, 36382, 1848.5
Belarus, 6813, 297.32
Dominica, 1456, 943.14
Madagascar, 20938, 1555.91
Chile, 11595, 1505.27
Denmark, 22223, 466.77
Tajikistan, 18905, 189.05
Angola, 12334, 1382.22
Nicaragua, 21321, 1434.46
Georgia, 35398, 1451.51
Argentina, 48180, 1278.5
Bangladesh, 43974, 1909.43
Moldova, 48802, 396.37
Azerbaijan, 42490, 814.99
Italy, 40556, 1327.13
Ukraine, 29825, 854.21
Germany, 42565, 1535.8
Australia, 12423, 132.26
Vanuatu, 9189, 722.03
Bulgaria, 47305, 1403.99
Mongolia, 43842, 1841
Armenia, 9551, 1618.87
Yemen, 32926, 1317.91
Bahamas, 25709, 1629.16
Trinidad & Tobago, 11793, 768.43
Spain, 44375, 1301.62
Russian Federation, 23639, 1288.84
Djibouti, 13666, 1929.11
Ethiopia, 15986, 573.03
Eswatini, 30564, 429.73
Slovakia, 11219, 1075.56
Aruba, 7176, 450.3
Nepal, 33453, 415.16
India, 23793, 1876.55
Gambia, 15063, 1024.85
Israel, 19757, 1365.22
Kosovo, 33131, 494.05
Burkina, 8829, 1556.16
Barbados, 8541, 1545.22
Algeria, 3817, 1480.12
Afghanistan, 49228, 1946.04
Albania, 19530, 1962.86
San Marino, 30849, 1495.22
Costa Rica, 32488, 1092.65
Marshall Islands, 3617, 610.16
Iceland, 7512, 451.43
Kuwait, 27608, 1343.43
Japan, 13921, 903.18
Canada, 5530, 1171.6
Oman, 16468, 333.4
Liberia, 21998, 1856.97
Vietnam, 42128, 289.55
Taiwan, 41310, 1366.87
Bhutan, 2169, 1126.49
Indonesia, 29313, 552.17
Antigua & Deps, 46137, 80.43
Colombia, 37413, 278.78
France, 14577, 65.49
Iraq, 24483, 736.68
Uruguay, 23584, 1913.95
Benin, 46296, 1501.96
Cuba, 42371, 315.14
Myanmar, 19146, 1918.49
South Africa, 28992, 872.17
Bahrain, 4954, 1708.06
Brazil, 34011, 1631.23
Congo, 2433, 1027.26
Guatemala, 32632, 1957.02
Guinea-Bissau, 38225, 1184.4
Austria, 10784, 1335.47
Slovenia, 38170, 1501.58
Comoros, 12744, 403.55
Serbia, 5973, 719.2
China, 32841, 44.17
Belarus, 12929, 358.39
Dominica, 33436, 1063.24
Madagascar, 13627, 1367.96
Chile, 47495, 590.9
Denmark, 34388, 919.95
Tajikistan, 33709, 1899.57
Angola, 42979, 118.44
Nicaragua, 17966, 267.93
Georgia, 47975, 1485.08
Argentina, 32201, 1825.82
Bangladesh, 1021, 976.16
Moldova, 17460, 1479.17
Azerbaijan, 47510, 1711.85
Italy, 40938, 327.88
Ukraine, 46635, 222.14
Germany, 24860, 1465.71
Australia, 34675, 250.03
Vanuatu, 1331, 756.36
Bulgaria, 9221, 1525.39
Mongolia, 47048, 1280.91
Armenia, 44337, 314.93
Yemen, 29437, 273.58
Bahamas, 1208, 193.53
Trinidad & Tobago, 14653, 145.3
Spain, 45134, 1545.57
Russian Federation, 8502, 1568.66
Djibouti, 17966, 35.74
Ethiopia, 14500, 429.69
Eswatini, 25277, 278
Slovakia, 20869, 1714.26
Aruba, 6248, 40.9
Nepal, 12575, 526.81
India, 473, 807.77
Gambia, 42192, 637.67
Israel, 43063, 590.46
Kosovo, 49161, 736.5
Burkina, 43989, 1969.75
Barbados, 15138, 731.43
Algeria, 10806, 262.97
Afghanistan, 17051, 1090.77
Albania, 10775, 629.69
San Marino, 21726, 1804.79
Costa Rica, 31927, 802.45
Marshall Islands, 36530, 694.47
Iceland, 49993, 83.44
Kuwait, 44386, 1610.35
Japan, 11977, 793.88
Canada, 3306, 1770.81
Oman, 28072, 26.68
Liberia, 15292, 1713.05
Vietnam, 15938, 789.95
Taiwan, 19937, 590.69
Bhutan, 5990, 1371.23
Indonesia, 26593, 1039.39
Antigua & Deps, 28438, 1019.36
Colombia, 12677, 178.69
France, 3262, 310.54
Iraq, 48552, 1013.48
Uruguay, 9152, 399.52
Benin, 41579, 558.95
Cuba, 353, 707.81
Myanmar, 1674, 403.3
South Africa, 6161, 1447.28
Bahrain, 14531, 138.35
Brazil, 16740, 1056.78
Congo, 7516, 1157.05
Guatemala, 34973, 1187.69
Guinea-Bissau, 16372, 1891.47
Austria, 32180, 1261.23
Slovenia, 32574, 411.91
Comoros, 42274, 1644.61
Serbia, 34102, 1154.42
China, 40730, 1161.14
Belarus, 37950, 1060.15
Dominica, 33060, 1926.28
Madagascar, 41857, 1142.34
Chile, 39393, 907.53
Denmark, 44514, 1879.4
Tajikistan, 13717, 13.44
Angola, 48775, 1970.63
Nicaragua, 39622, 377.19
Georgia, 4605, 806.72
Argentina, 37371, 1469.14
Bangladesh, 12699, 1033.17
Moldova, 13061, 280.49
Azerbaijan, 43259, 278.87
Italy, 25863, 1294.71
Ukraine, 45678, 212.88
Germany, 29300, 638.76
Australia, 17428, 1771.07
Vanuatu, 42333, 1215.13
Bulgaria, 40810, 274.49
Mongolia, 148, 1026.79
Armenia, 48810, 1079.15
Yemen, 6214, 1195.73
Bahamas, 47535, 1042.28
Trinidad & Tobago, 30181, 1867.2
Spain, 21196, 1218.57
Russian Federation, 13560, 391.54
Djibouti, 22624, 792.08
Ethiopia, 20861, 325.91
Eswatini, 37165, 1907.74
Slovakia, 31694, 505.37
Aruba, 31742, 1595.98
Nepal, 4543, 1546.76
India, 24871, 1993.07
Gambia, 19423, 1176.11
Israel, 21043, 1199.21
Kosovo, 22604, 421.66
Burkina, 47051, 566.46
Barbados, 32878, 675.66
Algeria, 33734, 1606.28
Afghanistan, 21940, 1718.87
Albania, 35712, 1896.09
San Marino, 42088, 1811.07
Costa Rica, 6552, 521.06
Marshall Islands, 45553, 1445.99
Iceland, 29941, 958.04
Kuwait, 33634, 977.12
Japan, 160, 107.8
Canada, 36585, 290.48
Oman, 15170, 1715.44
Liberia, 42215, 633.98
Vietnam, 13558, 68.19
Taiwan, 30695, 1536.24
Bhutan, 9436, 607.23
Indonesia, 26453, 652.09
Antigua & Deps, 10838, 815.89
Colombia, 6381, 1731.83
France, 8675, 563.42
Iraq, 46824, 1949.17
Uruguay, 26420, 272.06
Benin, 2810, 1767.48
Cuba, 1432, 783.33
Myanmar, 22943, 1576.95
South Africa, 15468, 1341.22
Bahrain, 38844, 763.56
Brazil, 15892, 937
Congo, 37424, 576.69
Guatemala, 35486, 188.25
Guinea-Bissau, 49370, 811.28
Austria, 35412, 1506.72
Slovenia, 12471, 553.5
Comoros, 16170, 1446.74
Serbia, 44268, 825.31
China, 9690, 1407.16
Belarus, 22510, 1276.67
Dominica, 49834, 608
Madagascar, 38891, 522.47
Chile, 9968, 1002
Denmark, 22433, 1276.99
Tajikistan, 47186, 1428.31
Angola, 21287, 562.02
Nicaragua, 43291, 1256.06
Georgia, 13283, 1806.03
Argentina, 3703, 1111.04
Bangladesh, 31073, 724.04
Moldova, 1433, 1704.82
Azerbaijan, 23383, 1538.21
Italy, 3785, 341.89
Ukraine, 45498, 1084.43
Germany, 43610, 1363.37
Australia, 10232, 839.78
Vanuatu, 36830, 1599.15
Bulgaria, 45088, 1804.15
Mongolia, 39482, 1694.2
Armenia, 41109, 1365.37
Yemen, 23223, 869.8
Bahamas, 2879, 1816.99
Trinidad & Tobago, 24577, 1541.4
Spain, 19938, 1635.65
Russian Federation, 19115, 115.57
Djibouti, 30813, 1244.01
Ethiopia, 6423, 1989.09
Eswatini, 33610, 886.97
Slovakia, 36094, 1294.33
Aruba, 33267, 1724.1
Nepal, 40758, 1161.71
India, 44739, 726.78
Gambia, 26454, 1474.89
Israel, 40965, 643.78
Kosovo, 25703, 1893.43
Burkina, 20617, 1653.6
Barbados, 19652, 639.23
Algeria, 12202, 1987.04
Afghanistan, 46021, 42.44
Albania, 45010, 1721.2
San Marino, 32507, 38.32
Costa Rica, 47058, 1528.13
Marshall Islands, 40539, 638.14
Iceland, 43102, 686.02
Kuwait, 693, 731.11
Japan, 12644, 781.54
Canada, 26383, 604.15
Oman, 33223, 669.86
Liberia, 2080, 1422.3
Vietnam, 25417, 446.74
Taiwan, 3101, 957.72
Bhutan, 21562, 1214.46
Indonesia, 29922, 1655.62
Antigua & Deps, 47654, 1477.64
Colombia, 38956, 1911.62
France, 44811, 162.71
Iraq, 8535, 638.26
Uruguay, 44334, 1648.23
Benin, 34525, 132.67
Cuba, 20533, 959.39
Myanmar, 10201, 848.5
South Africa, 10439, 552.78
Bahrain, 17938, 1591.44
Brazil, 29233, 983.11
Congo, 15167, 421.23
Guatemala, 45604, 1637.96
Guinea-Bissau, 49667, 812.95
Austria, 5575, 1639.2
Slovenia, 33568, 1152.52
Comoros, 27172, 924.33
Serbia, 33625, 761.81
China, 2603, 382.47
Belarus, 20562, 592.86
Dominica, 27257, 489.21
Madagascar, 15373, 669.39
Chile, 23621, 740.35
Denmark, 7632, 1712.69
Tajikistan, 45945, 298.88
Angola, 23876, 228.98
Nicaragua, 37743, 1398.07
Georgia, 18732, 433.71
Argentina, 526, 1378.58
Bangladesh, 19524, 1583.11
Moldova, 232, 1135.19
Azerbaijan, 40088, 1694.68
Italy, 30899, 1681.13
Ukraine, 24006, 1533.88
Germany, 4256, 321.3
Australia, 4521, 1426.79
Vanuatu, 28653, 592.37
Bulgaria, 24167, 1494.9
Mongolia, 21108, 1323.26
Armenia, 28016, 383.76
Yemen, 32361, 685.35
Bahamas, 8937, 178.28
Trinidad & Tobago, 42393, 766.42
Spain, 18173, 163.39
Russian Federation, 9459, 18.21
Djibouti, 44067, 397.31
Ethiopia, 44906, 700.5
Eswatini, 30342, 1631.49
Slovakia, 30341, 586.11
Aruba, 33074, 558.23
Nepal, 20214, 1261.6
India, 1328, 1509.59
Gambia, 47710, 1908.4
Israel, 35393, 1763.9
Kosovo, 24535, 190.4
Burkina, 42566, 1511.74
Barbados, 862, 1828.65
Algeria, 31080, 1147.52
Afghanistan, 10632, 918.46
Albania, 15099, 326.62
San Marino, 14795, 293.8
Costa Rica, 17571, 544.3
Marshall Islands, 40084, 1717.98
Iceland, 32581, 658.61
Kuwait, 42419, 856.68
Japan, 49344, 834.31
Canada, 22757, 83.79
Oman, 26998, 1384.71
Liberia, 28665, 527.62
Vietnam, 22674, 1706.62
Taiwan, 16531, 853.37
Bhutan, 5904, 1897.97
Indonesia, 45507, 1659.69
Antigua & Deps, 17240, 1336.14
Colombia, 12177, 1336.04
France, 22768, 1237.34
Iraq, 6288, 404.66
Uruguay, 45667, 339.56
Benin, 7222, 1503.4
Cuba, 40817, 475.64
Myanmar, 28618, 1495.61
South Africa, 8277, 1846.69
Bahrain, 7702, 924.12
Brazil, 37148, 235.59
Congo, 30623, 298.23
Guatemala, 22925, 371.95
Guinea-Bissau, 13349, 1856.07
Austria, 38986, 1554.59
Slovenia, 11898, 1708.51
Comoros, 19072, 1981.52
Serbia, 39658, 342.94
China, 38416, 63.63
Belarus, 16308, 111
Dominica, 21059, 221.03
Madagascar, 28478, 565.74
Chile, 13674, 868.39
Denmark, 26586, 35.97
Tajikistan, 13140, 658.12
Angola, 7854, 1553.65
Nicaragua, 45035, 975.84
Georgia, 38304, 1847.89
Argentina, 40414, 1520.62
Bangladesh, 48575, 1153.87
Moldova, 26960, 1247.75
Azerbaijan, 11694, 1366.66
Italy, 36550, 363.02
Ukraine, 46702, 906.23
Germany, 19374, 917.44
Australia, 35756, 1807.35
Vanuatu, 13453, 798.86
Bulgaria, 46439, 446.95
Mongolia, 18207, 1778.18
Armenia, 43878, 938.45
Yemen, 3935, 1314
Bahamas, 19010, 642.71
Trinidad & Tobago, 24335, 482.96
Spain, 21986, 205.22
Russian Federation, 41772, 1270.01
Djibouti, 2150, 1350.3
Ethiopia, 13241, 1609
Eswatini, 12528, 1040.2
Slovakia, 316, 515.1
Aruba, 45006, 380.76
Nepal, 2311, 1864.96
India, 4243, 367.29
Gambia, 37085, 47.33
Israel, 18389, 836.54
Kosovo, 9236, 1678.06
Burkina, 12322, 1277.39
Barbados, 32960, 1702.7
Algeria, 4147, 1153.93
Afghanistan, 800, 1993.14
Albania, 20460, 291.24
San Marino, 45295, 1549.73
Costa Rica, 17954, 99.93
Marshall Islands, 9658, 140.8
Iceland, 8601, 688.65
Kuwait, 45851, 44.13
Japan, 21644, 1075.1
Canada, 47867, 267.79
Oman, 31687, 1575.73
Liberia, 43438, 738.72
Vietnam, 14653, 485.11
Taiwan, 37900, 1503.48
Bhutan, 34188, 162.31
Indonesia, 36138, 301.29
Antigua & Deps, 9412, 1461.09
Colombia, 36417, 542.33
France, 37162, 637.69
Iraq, 30823, 947.69
Uruguay, 18152, 631.34
Benin, 19938, 988.13
Cuba, 49194, 1113.14
Myanmar, 49688, 222.14
South Africa, 37242, 1832.61
Bahrain, 10977, 1647.4
Brazil, 27599, 1100.43
Congo, 45992, 1098.32
Guatemala, 49016, 477.87
Guinea-Bissau, 43988, 1917.82
Austria, 49612, 24.97
Slovenia, 47783, 131.85
Comoros, 19845, 1313.37
Serbia, 20112, 1369.54
China, 2239, 1739.36
Belarus, 1409, 593.73
Dominica, 12679, 1195.65
Madagascar, 40829, 322.5
Chile, 13733, 959.88
Denmark, 19051, 127.55
Tajikistan, 32215, 27.84
Angola, 47143, 1098.43
Nicaragua, 46521, 1205.25
Georgia, 511, 74.83
Argentina, 31914, 1349.55
Bangladesh, 49030, 535.64
Moldova, 39309, 128.69
Azerbaijan, 36418, 1552.26
Italy, 4543, 1270.56
Ukraine, 926, 1511.62
Germany, 43069, 1564.89
Australia, 4150, 411.39
Vanuatu, 11331, 508.31
Bulgaria, 18285, 1043.92
Mongolia, 12684, 1656.17
Armenia, 5867, 251.22
Yemen, 46430, 169.02
Bahamas, 37230, 866.67
Trinidad & Tobago, 1254, 381.99
Spain, 49172, 1848.86
Russian Federation, 12569, 26.64
Djibouti, 1258, 178.2
Ethiopia, 27387, 134.71
Eswatini, 20912, 1161.2
Slovakia, 21418, 1303.33
Aruba, 31699, 1713.27
Nepal, 45532, 1678.92
India, 10908, 1494.97
Gambia, 38356, 340.72
Israel, 48612, 1994.45
Kosovo, 16782, 1473.68
Burkina, 47505, 1648.86
Barbados, 25126, 1011.12
Algeria, 18764, 257.54
Afghanistan, 38701, 421.91
Albania, 27604, 442
San Marino, 38904, 771.69
Costa Rica, 1790, 910.95
Marshall Islands, 34315, 410.62
Iceland, 45530, 1778.05
Kuwait, 16026, 360.7
Japan, 40167, 1265.56
Canada, 9390, 1935.84
Oman, 17624, 1522.47
Liberia, 5383, 292.06
Vietnam, 39580, 1725.52
Taiwan, 24510, 834.06
Bhutan, 8454, 1386.95
Indonesia, 8651, 92.52
Antigua & Deps, 40862, 279
Colombia, 7383, 567.54
France, 7873, 1100.09
Iraq, 26649, 571.83
Uruguay, 9576, 303.51
Benin, 7387, 1527.83
Cuba, 32930, 70.62
Myanmar, 38308, 377.65
South Africa, 36244, 923.32
Bahrain, 21667, 297.57
Brazil, 18192, 815.87
Congo, 38943, 460.74
Guatemala, 12652, 1376.43
Guinea-Bissau, 17277, 314
Austria, 4387, 1334.46
Slovenia, 17327, 1119.16
Comoros, 43012, 1407.96
Serbia, 34369, 1491.19
China, 23109, 1226.18
Belarus, 33555, 873.11
Dominica, 33083, 112.91
Madagascar, 10679, 441.49
Chile, 10248, 476.19
Denmark, 42867, 43.53
Tajikistan, 41121, 980.56
Angola, 5833, 856.19
Nicaragua, 7702, 662.25
Georgia, 10496, 257.78
Argentina, 11923, 334.45
Bangladesh, 20521, 1824.15
Moldova, 882, 326.22
Azerbaijan, 2657, 1598.95
Italy, 19666, 1620.6
Ukraine, 19747, 925.75
Germany, 35075, 1618.79
Australia, 47525, 924.33
Vanuatu, 45679, 20.07
Bulgaria, 24865, 367.15
Mongolia, 1621, 1206.51
Armenia, 38614, 377.58
Yemen, 17058, 214.05
Bahamas, 27959, 1354.89
Trinidad & Tobago, 34513, 900.78
Spain, 36160, 242.68
Russian Federation, 31647, 1905.47
Djibouti, 29582, 987.6
Ethiopia, 29374, 1006.09
Eswatini, 5166, 1718.47
Slovakia, 35548, 1806.81
Aruba, 23913, 1984.33
Nepal, 16004, 641.45
India, 19672, 758.99
Gambia, 38538, 315.96
Israel, 33014, 66.59
Kosovo, 35574, 660.9
Burkina, 42032, 1460.82
Barbados, 12751, 346.55
Algeria, 14651, 185.85
Afghanistan, 3995, 120.18
Albania, 3441, 389.22
San Marino, 20947, 1316.64
Costa Rica, 30195, 102.15
Marshall Islands, 47982, 294.97
Iceland, 17906, 1083.86
Kuwait, 31614, 559.7
Japan, 29820, 1607.45
Canada, 41933, 1812.69
Oman, 22249, 1111.48
Liberia, 42578, 386.01
Vietnam, 2378, 817.76
Taiwan, 27738, 696.38
Bhutan, 3353, 564.45
Indonesia, 34231, 80.45
Antigua & Deps, 12448, 1153.61
Colombia, 972, 1833.83
France, 39063, 1617.43
Iraq, 14510, 1563.63
Uruguay, 14041, 35.46
Benin, 9589, 792.75
Cuba, 27321, 1371.69
Myanmar, 38657, 554.47
